metabolite_name	S00017985	S00017986	S00017987	S00017988	S00017989	S00017990	S00017991	S00017992	S00017993	S00017994	S00017995	S00017996	S00017997	S00017998	S00017999	S00018000	S00018001	S00018002	S00018003	S00018004	S00018005	S00018006	S00018007	S00018008	S00018009	S00018010	S00018011	S00018012	S00018013	S00018014	S00018015	S00018016	S00018017	S00018018	S00018019	S00018020	S00018021	S00018022	S00018023	S00018024	S00018025	S00018026	S00018027	S00018028	S00018029	S00018030	S00018031	S00018032	S00018033	S00018034	S00018035	S00018036	S00018037	S00018038	S00018039	S00018040	S00018041	S00018042	S00018043	S00018044	S00018045	S00018046	S00018047	S00018048	S00018049	S00018050	S00018051	S00018052	S00018053	S00018054	S00018055	S00018056	S00018057	S00018058	S00018059	S00018060	S00018061	S00018062	S00018063	S00018064	S00018065	S00018066	S00018067	S00018068	S00018069	S00018070	S00018071	S00018072	S00018073	S00018074	S00018075	S00018076	S00018077	S00018078	S00018079	S00018080	S00018081	S00018082	S00018083	S00018084
PC 37:4; [M+H]+@5.46	1064.342526	806.6454327	5066.429817	558.762006	1840.078452	21.79633498	2342.737248	879.6311906	80.31343208	455.6563597	953.9798731	234.0606394	2003.569779		3367.093228	738.9463119	1040.547893	9223.717804	1242.047236	1088.644029	661.1796825	8352.716448	226.9737844		594.6830443	3410.129772	744.9771728	5634.691325	2275.013708	4239.494677	1922.883652	621.411124	1896.443315	1192.628762	4432.816425	949.4180569	2683.722912	1834.523599	1936.22465	7860.669225	5796.022925	5018.500409	851.1424338	2919.966744	1678.113409	2740.551531	447.9097368	2814.325198	8621.665449	6779.300212	9524.938901	7757.125626	1562.113205	29265.43938	1573.701362	2152.953209	11610.07887	6310.459029	1527.896129		641.1260376	1699.046877	907.5377972	804.175887		2529.974446	4644.78858	2123.059534		603.5920836	4299.881524	760.1913875	9623.420199	86.66468601	2216.577679	9976.079872	254.2924009	650.1803799	7517.541573	4125.986294	2095.14362	6907.340303	2491.582642	84.44223628	1906.166576	1961.026223	4756.685282	6080.025348	957.6440993	2634.377348	3611.479861	281.9998548	1844.213773	1768.351924	1626.109595	1141.313127	10670.02153	4800.521788	1287.636824	3892.732678
PC 37:5; [M+H]+@6.02	63241.95994	97207.57204	110008.6748	102503.8573	50390.68357	39272.13221	85926.66273	97597.36568	28311.54157	60982.7341	74721.55617	58991.30958	78676.67293	50322.85998	47279.5916	81042.40558	63012.32953	83269.79476	93576.69526	107748.1722	38001.63146	68076.80083	78479.62102	56358.13183	37230.16291	53499.92562	84425.55835	72223.20785	74754.16271	80059.1735	57242.41942	73509.09112	74168.95353	22048.08403	33248.47816	68691.96088	41924.66383	70876.11773	96667.39249	58734.97362	35687.42615	34251.82518	12386.5703	44529.81578	53496.12637	120717.5791	37047.5245	26809.3016	43633.82275	57802.14471	83941.22072	39540.3841	180309.8079	90073.8104	115478.8584	67790.84146	41729.53716	68385.34674	56475.07365	42778.01166	19427.25679	47315.38577	49043.90385	59119.89398	47689.00651	84015.18424	91199.93843	49976.76117	58036.85644	56415.92873	92653.03821	38304.40175	53217.32506	43670.2507	36298.90295	23090.50823	63641.19892	54130.39359	50491.55114	55977.41587	126710.1375	113161.7953	104483.5822	77347.38883	111274.6627	74295.24325	70393.00327		93645.34633	76807.32372	61842.26263	81887.48873	34884.35242	49889.53778	86478.2111	22543.52654		80676.72264	89383.04515	93895.98569
PC 37:6; [M+H]+@5.73	40853.09323	40754.0517	21109.75912	34473.19356	23306.68944	18583.06786	38849.40784	22002.20349	19975.07231	24001.44057	25074.80107	15250.26374	49391.7507	35101.54813	34575.43167	53726.37655	13629.18532	25991.4429	37925.31718	29852.26436	32519.65537	24051.85326	36780.5448	28519.73173	22127.53939	17031.84712	38030.49958	34397.54433	47854.81175	31337.39725	28578.36775	11158.76516	11815.76618	16859.14402	17749.70528	32451.54497	27084.25348	21570.30176	19246.15477	18677.62424	11516.65044	21298.63918	5699.683084	46601.58992	13156.97335	16832.66086	10505.58271	8480.269146	26984.0141	23409.0024	23496.92841	22781.21882	69988.29225	24152.48797	42142.04277	31015.69032	34165.86004	20880.23767	21944.0248	18356.809	21635.46861	24209.00126	16366.246	25939.16925	36629.47149	43727.70219	28978.21751	20320.18371	16413.28985	18270.33115	62723.18438	15755.09247	24513.76468	19687.51571	18291.67096	16935.96395	24063.18083	24394.42015		36289.42989	76063.60875	38269.65353	17929.71698	43965.09879	28806.05063	9601.017265	13856.83452	22562.35719	25482.36899	17664.5696	7264.099585	19558.40996	11067.29996	33131.02618	15987.08325	11439.97871	10124.7811	25118.95177	25860.31729	
PC 37:7; [M+H]+@5.94	2314.797976	15687.68275	23181.27946	13343.89783		15983.73472	21360.72289	21075.69049	27761.17332	3367.21296	14488.27158	14144.12304	4646.732548	19871.93151	2285.434909	36242.14922	12637.70625	6711.3161	25865.20709	14526.34207	14520.81807	8888.436075	30471.61317	6879.4831	11926.23291	5202.151303	12599.89133	19387.76716	19646.47792	11498.09222	11189.11564	28710.38523	13461.4864	20149.72408	4657.193512	6759.752281	13287.07842	13348.30441	27963.3382	9524.994574		10047.84199	4523.139652	7579.117086	8877.184818	16409.73605	17574.62729	11227.41521	24392.78422	13773.9146	5845.239542		14334.38218		4901.89369	11063.17945	8877.039621	11799.99976	7708.37859	2988.732951		5322.197175	5510.088089	3730.080652	8918.945104		6654.057341	3915.556233		6658.030837	2489.898323	5281.601072	14452.16121	7485.115564		25937.71695	4528.333045				9420.550531	9905.202415	3292.306237	7793.122122	2783.031222	2211.306293		5253.307932	9878.453207	5562.491489	2690.01966		6677.381091		2699.56352	2005.985441	3225.525195	14258.85428	13620.15339	6468.145194
PC 38:1; [M+H]+@7.87	11421.17081	28085.25365	14181.99101	9425.383827	24747.19395	6973.78647	10733.14862	13602.61494	13849.06831	4775.824932	17554.95829	16083.97446	26307.20557	13956.11155	25203.88244	18363.45268	14009.67754	13781.93905	15812.28642	17056.85053	10850.19089	15946.72513	14007.78283	96244.16872	8174.772513	6288.649767	23238.48746	23529.42579	20084.75649	15762.35773	13125.94175	11575.67752	12136.58493	13523.63489	15278.87796	31000.32359	12736.05677	14053.39936	14837.60165	18194.01101	10856.30725	9148.51033	14745.58459	31842.15219	12492.97805	17689.55267	11411.20415	12408.19008	16919.79211	19196.01764	46544.67269	34044.50349	28595.71958	24848.62405	23823.77863	34095.95556	38830.99299	44570.95924	22985.97814	9648.387085	26063.85426	23535.27823	23083.23929	30741.84937	31716.41949	20120.32936	30807.95513	36232.60314	38083.15243	33512.49746	44891.10651	52014.33451	51380.50507	31509.22221	47165.93729	30580.98125	58520.12431	23557.8929	33280.17734	18029.52649	64317.25574	47647.91226	36981.08787	35186.10459	29919.81152	43985.83029	29406.69979	23102.2291	22212.6564	19399.04171	21219.18344	26303.01581	19471.08313	24662.99292	40053.31238	25788.72312	20091.55646	27446.52517	27298.74632	29385.42344
PC 38:3; [M+H]+@5.91	8738.277039	11312.39656	19189.48086	6795.36019	17757.7556	3048.496596	12360.44389	7224.044587	5278.500572	2915.298337	13404.69708		9922.822905	5158.077639	21747.57765	5644.187042	18617.43172	21359.21039	2648.995523	6105.809905	3258.767756	21458.06171	1504.882037	20004.7109	3753.473421	14530.90081		25178.92817	8766.05838	11543.94137	14724.75937	4089.440442	7903.224041	9154.816638	36230.13451	7287.863618	24736.25403	21756.87288		44131.26875	17297.85583	8390.012277	14966.91991	7966.915058		7028.028663	8888.873892	29895.5164	18514.68742	14180.15368	29745.82237	95322.35567	8049.769274	76741.82197	4315.889376	40123.32214	56269.10113	23081.70073	14975.17659	10155.59667	18322.53137	6119.805512	11705.55382	4721.23163	100230.8444	31440.45357	8800.29191	8179.204014	19569.1545	10809.58931	15472.46257		22792.68341	2484.518162	24714.96853	26734.65285	2116.957012	6280.168491	34802.46817	21713.73771		27202.26739	14338.55951	9947.942274	10843.91355	14327.98612	6139.464782	31904.43084	8195.404115	8628.274553	8995.168887	4536.072306	46611.49363	26107.07249	8712.477463	23535.03612	33333.60797	10104.50637	15747.26184	5791.714273
PC 38:3; [M+H]+@7.11	923844.4717	2611775.176	2201606.565	1266050.795	1133993.366	1250910.794	1762650.803	2461554.332	701144.5204	868736.7152	2693298.98	2044598.402	1524763.396	1307411.875	2288917.388	2804969.249	1217999.457	1262749.588	2083564.653	1556501.876	1555557.603	1630677.115	1989022.533	1696398.334	842053.4131	524502.5184	2473112.243	1804613.712	2671472.127	1149058.218	1684421.05	2314374.471	1514813.705	665143.0399	1361722.051	1756247.31	1796191.861	1186992.065	1118575.317	1416332.851	705488.9703	1442562.31	373068.6916	1168364.506	1367162.335	2179021.815	873133.5286	487250.2904	1061749.337	1423979.101	1049612.37	1837598.054	1744587.023	994025.5041	1362418.364	2231205.701	1282972.585	1209482.312	1204461.026	512076.3603	701779.4516	977632.146	1125988.692	1748454.48	1037346.198	697796.6894	966097.6356	417655.6229	1427278.586	1247655.715	1600407.522	1974115.303	895896.8932	1858187.111	2006780.151	1378830.492	1008203.342	1075417.532	1585604.945	1728377.767	1576657.549	1846479.581	1364636.13	2055368.072	1807652.253	2992578.019	1117597.045	558229.6351	1220286.397	1431337.308	1410075.113	1509559.612	1065689.408	872221.6532	1257200.275	749983.2832	759914.1141	1101597.262	1964899.638	2045544.097
PC 38:4; [M+H]+@5.15	17438.88468	9743.626223	31300.2693	10204.30562	35805.83245	2346.889718	20156.33449	11969.61882	7011.544852	8766.926034	10716.66923		19548.44885	15167.56185	65658.76001	16235.51964	25184.57497	33543.99618	11837.93996	10458.19906	4283.652275	40907.82498	4272.765959	54004.38836	6144.726198	26359.88151	13516.63379	47444.78347	31314.59179	31956.34255	33868.46823	4147.53648	10539.1935	9984.341139	100437.0927	16308.48354	33697.61222	58885.65337	9246.65394	91320.78437	112706.499	70959.64446	30143.58216	23293.73641	11989.00184	16217.55842	17014.55691	38644.12683	43940.98871	55889.25231	96481.98073	312789.5538		117936.8386	11243.5723	98775.09638	124682.1741	89674.85135	34168.42967	18998.81174	40988.79029	25326.4995	22344.65144	26979.36549	205173.5496	75662.32788	32970.59429	28596.63181	22294.06408	19738.18927	83798.88795	31760.02813	45778.9423	3223.53048	39791.77577	85450.82932	1671.746184	22055.38285	71233.76704	52580.04856	36669.8584	71213.86441	24442.38297	22278.33467	33394.63683	28255.67491	16730.80005	32875.15599	12269.28132	19839.54135	45325.84172	2474.433348	45614.18214	16750.91162	22543.9833	33356.44144	74530.9423	24110.19203	29025.237	18039.53201
PC 38:5; [M+H]+@5.28	7343.786279	13437.62855	28156.17012		8716.164265	4014.764821	16700.26226	12785.15419		5696.011633	5879.725166	2224.451773	22082.49452	8539.569279	27180.937	7609.060309	8074.574492	43456.74034	10747.59287		4305.499537	25587.96988	3350.064909	39971.31518	2227.456987	20820.27405	5364.430537	34879.42878	7043.507721	41309.61146	8722.45866	1558.227071	6656.886686	10038.46468	31255.54888	18842.99371	15243.32386	35907.12727	5805.675847	63167.11504	55079.27738	40581.74937	16186.51509	16259.99012	7888.584456	12667.82617	5705.908607	31619.85571	43066.2396	28283.6078	57185.69965		18970.88973	61907.57779		52899.78233	70461.0086	38333.04612	28327.35913	12426.24541	17420.6336		10608.16997	13367.09324	70068.62842	43718.81845	22730.47418	16128.57003	18659.00918	10248.79143	59656.55816	16393.4652	54053.51574	5656.064423	22320.23297	42201.04386	1883.29457	11048.57734	48543.34299	35111.52817	28509.47324	71957.38217		8202.032125	15046.51342	8232.901772	14899.46652	30860.51522	7325.947768	7288.337483	20131.30686	1111.369303	48112.16491	13979.65693	9769.616693	17117.95011	53779.82462	35512.62733	9896.928899	7077.541015
PC 38:6; [M+H]+@5.98	3324000.998	5863469.422	2124586.184	2535672.471	3026901.922	1725905.694	4375779.914	4556076.432	2380815.953	2949317.436	2502670.259	2291262.436	4370572.364	3335267.543	3394431.017	4317277.646	2827537.256	1669178.076	5679264.662	4180635.124	3654870.458	3068921.911	4356738.477	5145881.339	2318251.696	1404492.537	4641765.934	2954329.232	3017818.911	2899352.186	1557344.107	2144679.469	1988914.796	900507.6663	2011965.044	4614149.557	3660737.436	2525334	2710080.023	1265049.071	1297469.471	1378653.782	713032.2444	5783335.548	2663662.832	2841316.387	2029679.453	1178834.981	3781741.174	2570502.72	4841901.593	2504728.029	11334928.42	1455200.614	4412397.996	4339922.492	3844439.301	2296978.475	2330694.319	1929963.113	1890646.187	2107457.069	2948878.915	3704156.08	2403151.917	6783310.092	6069944.516	3016271.999	4998648.292	3700297.749	10180768.89	3478188.929	3433423.992	3842720.465	2163271.76	2549048.659	7510168.893	5616246.994	2269569.569	4982727.576	11153044.76	6592986.169	5516324.906	8391733.437	5692534.49	2528088.18	3189005.346	1046321.659	5734882.437	2580833.604	3249095.154	3129232.916	1773246.644	4828434.498	3409017.661	2395172.758	931480.5528	2076144.819	6204418.734	4041521.559
PC 38:6; [M+Na]+@6.17	102970.3443	105597.454	62612.76518	86130.63886	62238.74594	64176.86384	104676.9552	102726.279	91603.44999	106619.1721	85258.11032	79190.61961	80113.34893	66962.3041	52489.63547	99355.99899	88572.38741	69676.90063	80213.71685	88214.32605	78603.76943	61940.30821	89967.09995	62756.01678	55202.04164	82183.38121	100598.0594	73715.63822	52987.90625	76572.26435	62798.06164	50215.11394	74611.36264	45356.03454	42912.06171	58524.02411	88843.06099	84117.75602	79992.12852	55297.65224	65588.7668	73232.07586	57993.31638	88613.45714	97964.53862	104507.3835	76521.76651	76519.31713	71472.16173	79803.30329	78425.68582	50301.79992	82654.8332	42145.21681	72744.79484	71721.71187	58996.92122	30513.48284	39644.65837	54948.56847	39836.18603	54679.19237	44199.48072	55630.71342	45588.43711	82471.03267	75331.48473	59207.01288	60454.75034	51675.46822	50020.33337	45618.87367	75981.38734	65988.50568	39441.56652	36970.1766	76527.93067	70986.06806	49861.83354	61229.55124	86018.76966	61436.14454	68671.89651	69413.5222	50843.19793	22537.35147	55646.92597	27973.30337	57490.59964	51660.48745	62372.59501	56681.658	35872.10741	46989.15529	65656.00853	58626.11385	26344.81926	60275.52428	66020.66094	68012.3902
PC 38:7; [M+H]+@5.52	153127.4252	192428.8785	133665.6144	132238.9779	61309.37321			156029.7906			2089.373675	366.502936	244044.5414	128919.3944	71835.44571	181606.7284			201416.165	171415.1879	158065.1576	137931.2443	91045.7596	95871.71598	107581.198		186112.776	160722.9127	154879.4461	81218.25735		107743.3367	120643.9583	72376.35427	145319.217	78222.09573	164947.3994		123789.7742	62389.90918	124210.3387			4660.836151	2446.612349	165181.7413	129475.7519		107516.7154		140472.5584	139276.5227	232908.7339	63150.0451	99431.29628	141441.2778	104623.3932	169919.8726	55506.24473		29843.51218	52999.09769	51459.32526	172340.655	118188.8023	166514.7754	88132.39287	54841.58874	137387.2081	100382.5592	313834.1372	144613.1097	85215.74431	875.6839467	66260.82248	52499.58791	107464.9581	102435.5284	70316.85959	267961.0703	343235.6587	155288.1139	110638.845	157446.1396	88604.04027	59194.22355	41525.15036	17237.4064	157094.6196	48326.31004		56813.59147		122653.449	65773.245	32549.57298		39006.60044	106286.2065	5024.890105
PC 38:7; [M+H]+@4.43	5647.206779	3137.865309	9775.780791	30.99909094	1806.248563	92.5430046	2939.010847	2417.108198	1943.694959	310.1414291	875.3226109	750.5331792	5286.118931	3258.005194	5172.89689	781.2178592	2251.259959	14441.75471	1133.753365	735.5430256	206.4987887	12844.20376	1399.811788	22642.2903	490.4374826	7733.048544	2243.037617	15220.37403	1847.249335	9320.720594	6306.822728	845.375058	1148.219117	1009.33524	6387.471849	5061.301842	3603.451612	3820.954845	888.9771163	14024.96821	9268.920081	13082.83147	12026.44961	4422.265238	506.3561155	1105.005812	2944.843872	14809.32981	7280.147949		18282.94907	39045.63462	5776.612397	25356.82259	8583.559019	11130.66799	29488.60179	22553.893	1835.640124	2238.998264	2310.098994	1913.989951	3305.736215	2291.521594	45158.46104	13293.57062	6691.606375	5624.969944	1323.885611	3229.203815	15095.69121	4785.427245		160.6764513	8598.33951	15387.16481	274.3429436	1910.181778	8673.511358	1653.998962	3375.733621	16386.83395	1401.666347	4720.383974	3804.45336	4568.984099	2827.873291	18733.53187	1539.600702	1631.740127	2992.047696	161.8253818	16247.36727	1521.810623	756.8817158	5317.228762	38420.94684	8690.059808	1721.336449	575.4964131
PC 38:9; [M+H]+@5.46	5453.896749	5765.114009	1885.043406	2562.164249	1985.180059	1731.08608	1946.236447	2645.42692	1346.052696	1445.427062	4616.495036	2685.658722	5467.623633	3672.931064	3348.092517	3740.784381	1757.408753	1480.504555	5777.998046	2654.095019	3714.35511	3337.950977	2834.632791	8679.476133	3053.375234	107.0646892	2344.898959	3693.757474	6742.128623	5422.320297	3095.032968	4256.449433	2838.328357	2719.257369	3803.782987	3965.330606	4081.134816	2887.563288	5186.238945	3965.829913	2106.407037	2299.442358	3016.223812	4702.809399	4214.687317	2158.928349	1536.483453	2867.756386	2188.342855	5825.170267	7087.763825	288.6023277	7245.373711	5011.181441	5180.959455	9763.366402	3218.429709	9986.490442	2223.431737	2249.18674	1969.765008	2258.721426	5192.922878	6210.873346	7384.171483	3941.81062	4523.846	4271.388364	6145.498002	4435.430875	9365.087178	3001.246094	3520.775287	1358.030572	3179.367619	2251.162671	3419.757991	5968.743691	6455.70918	9646.324079	11981.455		5538.985644	4434.782848	3350.35734	1619.031974	4752.229099	5622.968425	1434.311434	2864.825016	2796.350068	4169.380694	8626.763459	4455.342283	5956.667931	3102.218131	13928.9801	1449.282239	6286.157973	4579.076712
PC 39:1; [M+H]+@7.35	7363.637169	12520.49175	10647.42866	10057.00732	7953.637795	8228.689863	6464.506054	9563.055643	5856.368683	7483.428697	6500.074931	7507.952088	9329.542896	9497.849018	18406.34877	11407.65393	6214.4737	3647.527995	7651.242197	12570.94264	7254.586224	5656.007698	9259.031585	4978.344736	5424.531884	1251.667644	9206.643078	19847.43378	5700.543253	5072.458708	1707.522553	9688.881909	13534.73183	9082.29533	7626.502144	3930.229314	7568.225763	3686.057369	3908.660477	4136.769678	6179.71768	5044.401713	5238.95325	9780.80309	6492.363194	12360.21762	6323.595977	1853.317712	8461.063067	20599.34041	9098.525307	5321.594004	14423.73941		5129.959182	11335.68158	13233.87979	12379.77466	17756.29339	9607.381794	10844.83648	13345.83422	8254.359733	21209.10078	7154.159973	19261.62265	25138.81626	9604.309639	10029.93381	21884.62961	11312.19232	16426.30386	25912.19487	15454.48187	21854.26954	9411.431094	15376.71348	18197.71288	13133.53704	26419.00113	11066.46742	12544.64708	10359.67842	329.7670002	16717.37231		4618.333474	6983.389073	14669.27911	14448.58073	10570.01716	17710.36173	12268.32519	12055.04386	19167.08715	11626.54416	12812.92526	10208.05298	13981.77376	14385.99333
PC 39:3; [M+H]+@6.71	11434.78457	12342.30431	16067.27428	18982.17391	18885.15245	26004.8604	19662.01637	10437.82913	11253.67663	18878.36467	15613.89928	9691.820498	12129.52463	15873.9397	10313.52337	7495.384215	24119.15835	16186.99711	20180.9153	24093.40206	12723.66014	20030.89137	13441.26495	11906.25918	23674.30243	6236.333312	10530.61369	27535.14034	20399.24385	14187.98835	18264.78767	14876.19277	24548.05291	18056.88774	10246.0694	6090.239803	15592.94476	12841.83675	14250.94883	19112.37267	12851.66745	13118.30427	6579.754472	12801.9919	13727.80864	17273.52543	17991.98247	4388.74778	6103.685084	13794.34966	20308.10509	10645.29884	23631.89177	8073.236745	13138.80545	7887.232531	9540.321656	14357.05423	12435.57651	19903.18935	13441.51252	13713.43885	8969.569765	13138.72608	25900.68927	15965.70861	18134.43969	12286.00162	11938.31999	17603.36233	12013.37829	24590.43793	12008.66733	7158.844276	18471.53312	8542.104704	21177.63164	13707.79332	15748.05186	34455.86766	3993.706604	14177.64093	16485.5809	6361.436877	5417.349867	7638.12373	16478.99917	19327.84366	17983.30542	11148.10744	11589.71503	10312.73535	8833.080121	9231.281815	18455.06456	19588.93386	16991.02984	27738.41835	11097.17595	15680.58799
PC 39:4; [M+H]+@6.68	11857.98646	28542.355	36401.2589	26728.33888	10427.50735	19375.49939	35544.01851	29807.24457	23575.19306	20230.86591	29870.22214	26623.24467	31018.05101	31904.4785	10014.42724	37107.18404	26795.17452	30645.61973	38240.47314	24745.41039	28785.92486	26950.72277	21232.28214	37650.63675	17277.04584	10099.27839	39658.54828	27677.92602	35396.71568	21465.04838	10293.20366	21674.61202	27511.64928	14898.64644	29892.25886	27383.82477	24980.49637	20485.75981	32760.07269	26664.35348	16260.67006	16949.83525	12061.57836	33440.51995	29171.37145	37537.84703	17330.53485	9375.390142	20266.18286	35401.64751	57104.87825	5245.649079	24777.96368	38367.83738	27920.96501	3599.010971	30885.80691	10976.9849	13497.33566	14410.11587	26023.29463	33478.03965	16067.20709	8718.857454	12943.77559	22620.37561	17748.83949	20112.2333	30356.18282	25999.45653	14373.36861	10165.6516	25835.95078	10738.23607	27706.71702	14809.83607	26944.4024	17685.12742	17529.5997	14423.38249	10208.22164	17865.80801	17328.8572	7642.991321	15463.98403	7414.046912	33481.78037	11658.79042	15688.55996	20966.11647	13153.91464	34695.95539	2805.239312	11405.43415	27549.64503	8887.245406	7542.00122	14752.97526	39450.49149	13820.75118
PC 39:5; [M+H]+@6.36	30495.09808	39844.9206	63844.53877	39025.11904	27229.91871	38746.93894	52466.30476	64168.20748	29419.74259	18438.61466	35469.62819	43515.00011	54872.98218	37558.9041	41629.50222	65169.16575	57659.92255	31808.5775	67896.22505	41863.83834	47849.08978	25882.5021	43992.43293	55435.35516	33461.75313	24664.35355	83928.29481	62629.27242	57482.63342	45721.83044	13979.40153	28681.40291	35454.18423	25065.47041	26350.86503	47050.42574	55032.56535	32231.53499	49411.30506	46219.49289	26433.89146	25373.32403	14835.45626	56160.89517	51751.94493	46055.48245	15165.29807	21478.00312	30829.58111	55257.36459	55846.75241	28419.68111	95281.41818	33760.46793	49104.8141	41885.89692	20059.62301	31825.01631	25139.22388	52158.94659	13920.30834	37985.05298	32118.9549	56722.40505	28649.19836	39147.045	43150.98774	48313.59464	37340.30969	56786.21155	51021.87579	36075.3117	31479.83523	40576.54043	40495.71815	20375.12683	50472.07864	30735.60237	30952.17384	36241.71523	69875.74734	35824.64124	48629.58413	32736.34726	67179.76879	38729.82818	46415.7094	15222.13046	34669.46432	30562.37105	40807.66337	58960.93965	35738.41427	18319.16691	42741.97826	24696.11243	19869.04236	37355.93989	46301.57029	55277.62659
PC 39:7; [M+H]+@5.97	16244.54697	14608.56315	10229.4006	7891.458207	10081.14976	1.883889917	13806.8928	12935.56191	7841.617245	2048.53995	7157.44917	4302.429427	14146.04731	8359.489062	5152.678961	27740.79852	6324.090516		7748.837236	10452.10926	10556.7224	7867.314366	6919.651624	14906.8477	625.1574149	3052.548087	11133.49874	4813.598483	7652.912604	8296.940837	9190.148559	3302.646282	15312.47665	3999.511756	14511.59556	7979.783384	10615.79225	6549.486532		4234.322301	5574.410931		2927.56859	10735.19355	584.7409519	14524.78443	4768.711358	11360.74956	19706.72681	7094.32044	12287.62782	4020.183787	23465.44269	6862.531748	11414.5079	7955.283853	9670.222194	8059.63076	4415.503512	4210.435818	13895.41539	4316.121707	6253.059191	5816.282808	11237.55341	12204.11632	13259.40307	8492.053011	6909.998213	12308.84984	11984.3214	8806.942748	4760.040496	16233.91264	2656.865035	3186.149407	19292.07535	25745.78652		18828.53209	25334.91748	25318.61449		17183.16312		8044.785859	4401.59246	3925.223504	13735.7741	8667.363222	18166.1485	6314.389552		10894.10086	4622.343583	6902.479263	5744.647374	5387.886751	11439.99659	8922.819959
PC 40:0; [M+H]+@7.31	3585.626657	5161.759929	3850.74082	4425.585331	6261.865412	2236.77237	4668.312726	3646.076719	3112.878212	4604.786034	3893.617822	7116.592165		4428.435272	4521.850047	6943.024667	2626.397187	3961.116607	4416.313397	3090.682194	3237.013766	2741.038314	6050.453437	6356.104534	1242.435544	1615.354919	3719.413235	7272.444555	3611.153987	5442.787004	6910.868421	2424.835201	3766.258001	1978.092902	15452.96022	8155.719605	3374.057487	4050.470526	2768.217289	2517.88719	4327.596635	3851.479453	1284.235674	4736.144972	5742.342592	6111.54133	4671.597347	5465.984054	3323.218608	4137.558512	591.6980765	2660.646298	3434.72001	613.1023936	8223.326022	4725.533544	5412.262283	11051.21623	6107.841074	6614.499696	2561.384928	1787.122292	4567.765151	3953.9589	9989.818979	9645.002859	12434.02195	4550.984516	6537.96929	3229.622428	3486.292796	4052.594481	7241.542169	6536.805325	8212.248799	6548.365218	8440.951202	6815.39558	3422.493121	3902.048612	4195.07363	1912.960423	6476.474796	4011.370446	3052.720498	4239.974723	2970.258245	1587.767777	4682.433107	7951.23494	13950.87515	3630.81454	4334.03958	8439.937226	8723.719304	10277.48557		9510.899336	9140.680714	10284.65114
PC 40:1; [M+H]+@8.39	3794.551826	11349.29262	4686.513873	3090.337526	5243.939078	2093.267863	1501.589432	4759.184125	3450.029747	2553.676348	3378.453011	1013.051562	7947.748326	7108.723537	5245.059636	4661.87721	1987.857661	6500.890076	5624.60411	4459.22519	2241.897843		1270.265096	7162.624867	5012.870625	3076.82353	8079.552445	12254.1896	5924.953582	6662.17269	13639.28214	6117.042976	3472.300528	6098.222438	4267.821556	6887.136004	6660.065516	4060.429329	7688.641904	6646.745249	4872.204616	2644.720362		5755.680118	6847.954312	7098.151054	3197.553359	3594.676051	3746.132561	7716.742349	9840.963709	14117.53936	5691.520109		6789.836359	16648.49745	11244.39417		7306.394488	3726.057885	5104.218235	4218.649983	6438.102684	4311.476449	11787.26049	6789.266633			6696.141484	6141.875677	13014.43156	11563.38299	9739.276261	13492.24541	10069.02272	12420.2953	22566.32944	5858.966348	14212.32457		22163.0512	12584.43109	8510.502765	8896.639686	10896.90007	4633.026563	10814.9588	10997.37197	6054.617235	6277.440182	5515.924827	3578.215924	5714.325096	12902.93217	6712.584522	3602.378423	10085.0149	12658.04232	11310.03785	4396.807681
PC 40:10; [M+H]+@5.55	5744.725612	7496.348029	8427.265263	4367.322762	3774.604486	2124.140297	5420.836902	10911.90563	7275.284941	2127.491844	3892.103889	2529.22091	14750.66449	5703.022867	5230.400396	7426.119832	4587.860796	4713.666113	10635.04473	5487.096984	5678.741982	7504.201703	5107.146431	6018.954077	3358.311917	2151.696456	7763.073218	8000.922224	7908.885749	4854.382939	5182.068399	5665.746287	3607.896052	3999.83585	7396.235638	5960.315529	10646.76317	7222.458046	6278.273836	16437.12261	5254.406985	6496.757254	2083.680019	6887.221433	5408.975432	5235.159841	3060.307181	2170.148416	3585.742741	4824.647956	3651.24926	2175.143109	11073.85462	11262.59795	7451.837377	12762.1056	6443.814781	4905.20408	2716.712542	2627.024258	3784.716036	1977.996359	5307.307972	4424.898378	11012.34676	13184.20407	8718.143772	5217.780303	6628.538421	8162.866153	11625.70097	5217.985617	6248.018952	4494.233595	7568.096628	6232.088914	5880.237158	7243.171175	7503.85652	10157.60718	16674.87276	9530.836678	5823.057445	7894.122258	11193.68647	10091.64945	3316.957971	3208.050395	5908.609186	6093.837087	2713.607117	4165.648362	1889.728856	4377.234124	2196.641452	4571.222191	7845.343286	2823.216399	5936.635303	6597.831073
